ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT
161	NdandaNyep	All	nzùŋgí áwágá	nzùŋgí_áwágá	ⁿz ù/u ⁿg í/i + á/a w á/a g á/a		4 2	ⁿz ù/u ⁿg í/i + - á/a w á/a g - - á/a -
162	NdandaShingou	All	nzùŋgí áwágá	nzùŋgí_áwágá	ⁿz ù/u ⁿg í/i + á/a w á/a g á/a		4 2	ⁿz ù/u ⁿg í/i + - á/a w á/a g - - á/a -
163	NdandaCaa	All	wǎgálâk	wǎgálâk	w ǎ/a g á/a l â/a k		2	- - w ǎ/a g á/a l â/a k
164	NdandaMeno	All	wǎgálâk	wǎgálâk	w ǎ/a g á/a l â/a k		2	- - w ǎ/a g á/a l â/a k
165	NdandaLek	All	wáŋ	wáŋ	w á/a ŋ		1	w á/a ŋ
166	NdandaNgwa	All	lâ wághá	lâ_wághá	l â/a + w á/a g h á/a		3 2	l â/a + - - w á/a g - h á/a -
167	NdandaTwefap	All	láwǎk	láwǎk	l á/a w ǎ/a k		2	l á/a w ǎ/a k - - - -
168	NdandaDenfap	All	léwɔ̌k	léwɔ̌k	l é/e w ɔ̌/ɔ k		2	l é/e w ɔ̌/ɔ k - - - -
169	NdandaZua	All	ɣáŋ	ɣáŋ	ɣ á/a ŋ		1	ɣ á/a ŋ
170	Goshimjang	All	ɣáŋ	ɣáŋ	ɣ á/a ŋ		1	ɣ á/a ŋ
431	NdandaNyep	Animal	nɔ̂	nɔ̂	n ɔ̂/ɔ		15	n ɔ̂/ɔ -
432	NdandaShingou	Animal	nɔ̂	nɔ̂	n ɔ̂/ɔ		15	n ɔ̂/ɔ -
433	NdandaCaa	Animal	nɔ̂	nɔ̂	n ɔ̂/ɔ		15	n ɔ̂/ɔ -
434	NdandaMeno	Animal	nɔ̂	nɔ̂	n ɔ̂/ɔ		15	n ɔ̂/ɔ -
435	NdandaLek	Animal	nɔ̂	nɔ̂	n ɔ̂/ɔ		15	n ɔ̂/ɔ -
436	NdandaNgwa	Animal	nɔ̂	nɔ̂	n ɔ̂/ɔ		15	n ɔ̂/ɔ -
437	NdandaTwefap	Animal	nǔp	nǔp	n ǔ/u p		15	n ǔ/u p
438	NdandaDenfap	Animal	nôp	nôp	n ô/o p		15	n ô/o p
439	NdandaZua	Animal	ɲɔ̀	ɲɔ̀	ɲ ɔ̀/ɔ		15	ɲ ɔ̀/ɔ -
440	Goshimjang	Animal	ɲɔ̀	ɲɔ̀	ɲ ɔ̀/ɔ		15	ɲ ɔ̀/ɔ -
1671	NdandaNyep	Ash	bvɔ́mǔ	bvɔ́mǔ	bv ɔ́/ɔ m ǔ/u		26	bv ɔ́/ɔ m ǔ/u -
1672	NdandaShingou	Ash	bvɨ̌mǔ	bvɨ̌mǔ	bv ɨ̌/ɨ m ǔ/u		26	bv ɨ̌/ɨ m ǔ/u -
1673	NdandaCaa	Ash	bvɔ́mǔ	bvɔ́mǔ	bv ɔ́/ɔ m ǔ/u		26	bv ɔ́/ɔ m ǔ/u -
1674	NdandaMeno	Ash	bvɨ̌mǔ	bvɨ̌mǔ	bv ɨ̌/ɨ m ǔ/u		26	bv ɨ̌/ɨ m ǔ/u -
1675	NdandaLek	Ash	ɱvúmúh	ɱvúmúh	ⁿv ú/u m ú/u h		26	ⁿv ú/u m ú/u h
1676	NdandaNgwa	Ash	bvɨ̌mǒ	bvɨ̌mǒ	bv ɨ̌/ɨ m ǒ/o		26	bv ɨ̌/ɨ m ǒ/o -
1677	NdandaTwefap	Ash	bvɨ̌mǔ	bvɨ̌mǔ	bv ɨ̌/ɨ m ǔ/u		26	bv ɨ̌/ɨ m ǔ/u -
1678	NdandaDenfap	Ash	bvɨ̌mǒ	bvɨ̌mǒ	bv ɨ̌/ɨ m ǒ/o		26	bv ɨ̌/ɨ m ǒ/o -
1679	NdandaZua	Ash	ɱvúmúh	ɱvúmúh	ⁿv ú/u m ú/u h		26	ⁿv ú/u m ú/u h
1680	Goshimjang	Ash	ɱvúmúh	ɱvúmúh	ⁿv ú/u m ú/u h		26	ⁿv ú/u m ú/u h
871	NdandaNyep	Back	ŋkpə̀	ŋkpə̀	ⁿk p ə̀/ə		37	ⁿk p ə̀/ə
872	NdandaShingou	Back	ŋkpə̀	ŋkpə̀	ⁿk p ə̀/ə		37	ⁿk p ə̀/ə
873	NdandaCaa	Back	ŋkpə̀	ŋkpə̀	ⁿk p ə̀/ə		37	ⁿk p ə̀/ə
874	NdandaMeno	Back	ŋkpə̀	ŋkpə̀	ⁿk p ə̀/ə		37	ⁿk p ə̀/ə
875	NdandaLek	Back	ŋkpə̀	ŋkpə̀	ⁿk p ə̀/ə		37	ⁿk p ə̀/ə
876	NdandaNgwa	Back	ŋkpə̀	ŋkpə̀	ⁿk p ə̀/ə		37	ⁿk p ə̀/ə
877	NdandaTwefap	Back	ŋkpə̀	ŋkpə̀	ⁿk p ə̀/ə		37	ⁿk p ə̀/ə
878	NdandaDenfap	Back	ŋkpə̀	ŋkpə̀	ⁿk p ə̀/ə		37	ⁿk p ə̀/ə
879	NdandaZua	Back	ŋkpə̀	ŋkpə̀	ⁿk p ə̀/ə		37	ⁿk p ə̀/ə
880	Goshimjang	Back	ŋkpə̀	ŋkpə̀	ⁿk p ə̀/ə		37	ⁿk p ə̀/ə
1851	NdandaNyep	Bad	ŋgɛ́ piijɨ̌	ŋgɛ́_piijɨ̌	ⁿg ɛ́/ɛ + p iː j ɨ̌/ɨ		48 49	ⁿg ɛ́/ɛ + p iː j ɨ̌/ɨ
1852	NdandaShingou	Bad	ŋgɛ́ piijɨ̌	ŋgɛ́_piijɨ̌	ⁿg ɛ́/ɛ + p iː j ɨ̌/ɨ		48 49	ⁿg ɛ́/ɛ + p iː j ɨ̌/ɨ
1853	NdandaCaa	Bad	ŋgɛ́ pɨ̌	ŋgɛ́_pɨ̌	ⁿg ɛ́/ɛ + p ɨ̌/ɨ		48 49	ⁿg ɛ́/ɛ + p ɨ̌/ɨ - -
1854	NdandaMeno	Bad	mbǒ	mbǒ	ⁿb ǒ/o		49	ⁿb ǒ/o - -
1855	NdandaLek	Bad	kə̀ pɔ̀ŋ	kə̀_pɔ̀ŋ	k ə̀/ə + p ɔ̀/ɔ ŋ		48 49	k ə̀/ə + p ɔ̀/ɔ ŋ -
1856	NdandaNgwa	Bad	pɨ̌	pɨ̌	p ɨ̌/ɨ		49	p ɨ̌/ɨ - -
1857	NdandaTwefap	Bad	mbɔ̌	mbɔ̌	ⁿb ɔ̌/ɔ		49	ⁿb ɔ̌/ɔ - -
1858	NdandaDenfap	Bad	pɨ̌	pɨ̌	p ɨ̌/ɨ		49	p ɨ̌/ɨ - -
1859	NdandaZua	Bad	kə̀ bɔ̀ŋ	kə̀_bɔ̀ŋ	k ə̀/ə + b ɔ̀/ɔ ŋ		48 49	k ə̀/ə + b ɔ̀/ɔ ŋ -
1860	Goshimjang	Bad	kì bɔ̀ŋ	kì_bɔ̀ŋ	k ì/i + b ɔ̀/ɔ ŋ		48 49	k ì/i + b ɔ̀/ɔ ŋ -
571	NdandaNyep	Bark	ŋkəbə	ŋkəbə	ⁿk ə/ə b ə/ə		65	ⁿk ə/ə b ə/ə
572	NdandaShingou	Bark	ŋkəbə	ŋkəbə	ⁿk ə/ə b ə/ə		65	ⁿk ə/ə b ə/ə
573	NdandaCaa	Bark	ŋkəbə	ŋkəbə	ⁿk ə/ə b ə/ə		65	ⁿk ə/ə b ə/ə
574	NdandaMeno	Bark	ŋkəbə	ŋkəbə	ⁿk ə/ə b ə/ə		65	ⁿk ə/ə b ə/ə
575	NdandaLek	Bark	ŋkə̀bə̀	ŋkə̀bə̀	ⁿk ə̀/ə b ə̀/ə		65	ⁿk ə̀/ə b ə̀/ə
576	NdandaNgwa	Bark	ŋkébé	ŋkébé	ⁿk é/e b é/e		65	ⁿk é/e b é/e
577	NdandaTwefap	Bark	ŋgɨ̂bé tsé	ŋgɨ̂bé_tsé	ⁿg ɨ̂/ɨ b é/e + ts é/e		65 66	ⁿg ɨ̂/ɨ b é/e + ts é/e
578	NdandaDenfap	Bark	ŋkêp	ŋkêp	ⁿk ê/e p		65	ⁿk ê/e p -
579	NdandaZua	Bark	ŋkùbè	ŋkùbè	ⁿk ù/u b è/e		65	ⁿk ù/u b è/e
580	Goshimjang	Bark	ŋkùbì	ŋkùbì	ⁿk ù/u b ì/i		65	ⁿk ù/u b ì/i
841	NdandaNyep	Belly	ɱvɔ̌p	ɱvɔ̌p	ⁿv ɔ̌/ɔ p		77	ⁿv ɔ̌/ɔ p
842	NdandaShingou	Belly	ɱvɔ̌p zú	ɱvɔ̌p_zú	ⁿv ɔ̌/ɔ p + z ú/u		77 78	ⁿv ɔ̌/ɔ p + z ú/u
843	NdandaCaa	Belly	ɱvɔ̌p zí	ɱvɔ̌p_zí	ⁿv ɔ̌/ɔ p + z í/i		77 78	ⁿv ɔ̌/ɔ p + z í/i
844	NdandaMeno	Belly	vɔ̌p	vɔ̌p	v ɔ̌/ɔ p		77	v ɔ̌/ɔ p
845	NdandaLek	Belly	vòp	vòp	v ò/o p		77	v ò/o p
846	NdandaNgwa	Belly	bvǎp	bvǎp	bv ǎ/a p		77	bv ǎ/a p
847	NdandaTwefap	Belly	bvǎp	bvǎp	bv ǎ/a p		77	bv ǎ/a p
848	NdandaDenfap	Belly	bvǎp	bvǎp	bv ǎ/a p		77	bv ǎ/a p
849	NdandaZua	Belly	vòp	vòp	v ò/o p		77	v ò/o p
850	Goshimjang	Belly	vɔ̀p	vɔ̀p	v ɔ̀/ɔ p		77	v ɔ̀/ɔ p
261	NdandaNyep	Big	ŋgǔʔ	ŋgǔʔ	ⁿg ǔ/u ʔ		90	ⁿg ǔ/u ʔ -
262	NdandaShingou	Big	míjǎn ŋgɛ́	míjǎn_ŋgɛ́	m í/i j ǎ/a n + ⁿg ɛ́/ɛ		92 90	m í/i j ǎ/a n + ⁿg ɛ́/ɛ - -
263	NdandaCaa	Big	bûʔu ŋgɛ̌	bûʔu_ŋgɛ̌	b û/u ʔ u + ⁿg ɛ̌/ɛ		91 90	b û/u ʔ - u + ⁿg ɛ̌/ɛ - -
264	NdandaMeno	Big	míjǎn ŋgɛ́	míjǎn_ŋgɛ́	m í/i j ǎ/a n + ⁿg ɛ́/ɛ		92 90	m í/i j ǎ/a n + ⁿg ɛ́/ɛ - -
265	NdandaLek	Big	ŋkɔ̀ŋgɛ̀	ŋkɔ̀ŋgɛ̀	ⁿk ɔ̀/ɔ ⁿg ɛ̀/ɛ		90	ⁿk ɔ̀/ɔ ⁿg ɛ̀/ɛ
266	NdandaNgwa	Big	hǔ	hǔ	h ǔ/u		91	h ǔ/u - - -
267	NdandaTwefap	Big	mbǔʔhí	mbǔʔhí	ⁿb ǔ/u ʔ h í/i		91	ⁿb ǔ/u ʔ h í/i
268	NdandaDenfap	Big	hǔ	hǔ	h ǔ/u		91	h ǔ/u - - -
269	NdandaZua	Big	húʔ	húʔ	h ú/u ʔ		91	h ú/u ʔ - -
270	Goshimjang	Big	ŋkɔ̀ŋgì	ŋkɔ̀ŋgì	ⁿk ɔ̀/ɔ ⁿg ì/i		90	ⁿk ɔ̀/ɔ ⁿg ì/i
451	NdandaNyep	Bird	sɨ̂k	sɨ̂k	s ɨ̂/ɨ k		104	s ɨ̂/ɨ k
452	NdandaShingou	Bird	sɨ̂k	sɨ̂k	s ɨ̂/ɨ k		104	s ɨ̂/ɨ k
453	NdandaCaa	Bird	sɨ̂k	sɨ̂k	s ɨ̂/ɨ k		104	s ɨ̂/ɨ k
454	NdandaMeno	Bird	sɨ̂k	sɨ̂k	s ɨ̂/ɨ k		104	s ɨ̂/ɨ k
455	NdandaLek	Bird	sɨ́ŋ	sɨ́ŋ	s ɨ́/ɨ ŋ		104	s ɨ́/ɨ ŋ
456	NdandaNgwa	Bird	sɨ̂k	sɨ̂k	s ɨ̂/ɨ k		104	s ɨ̂/ɨ k
457	NdandaTwefap	Bird	sɔ̌k	sɔ̌k	s ɔ̌/ɔ k		104	s ɔ̌/ɔ k
458	NdandaDenfap	Bird	sɔ̌k	sɔ̌k	s ɔ̌/ɔ k		104	s ɔ̌/ɔ k
459	NdandaZua	Bird	sɨ́ŋ	sɨ́ŋ	s ɨ́/ɨ ŋ		104	s ɨ́/ɨ ŋ
460	Goshimjang	Bird	sɨ́ŋ	sɨ́ŋ	s ɨ́/ɨ ŋ		104	s ɨ́/ɨ ŋ
1751	NdandaNyep	Black	sísɨ́	sísɨ́	s í/i s ɨ́/ɨ		115	s í/i s ɨ́/ɨ
1752	NdandaShingou	Black	sǐsɨ̌	sǐsɨ̌	s ǐ/i s ɨ̌/ɨ		115	s ǐ/i s ɨ̌/ɨ
1753	NdandaCaa	Black	sísɨ̌	sísɨ̌	s í/i s ɨ̌/ɨ		115	s í/i s ɨ̌/ɨ
1754	NdandaMeno	Black	sǐsɨ̌	sǐsɨ̌	s ǐ/i s ɨ̌/ɨ		115	s ǐ/i s ɨ̌/ɨ
1755	NdandaLek	Black	sɨsə́	sɨsə́	s ɨ s ə́/ə		115	s ɨ s ə́/ə
1756	NdandaNgwa	Black	tse tse	tse_tse	ts e + ts e		116 117	ts e + ts e
1757	NdandaTwefap	Black	sísɨ̌	sísɨ̌	s í/i s ɨ̌/ɨ		115	s í/i s ɨ̌/ɨ
1758	NdandaDenfap	Black	ʃíʃé	ʃíʃé	ʃ í/i ʃ é/e		115	ʃ í/i ʃ é/e
1759	NdandaZua	Black	sɨsə́	sɨsə́	s ɨ s ə́/ə		115	s ɨ s ə́/ə
1760	Goshimjang	Black	sɨsə́	sɨsə́	s ɨ s ə́/ə		115	s ɨ s ə́/ə
631	NdandaNyep	Blood	ʃè mbǎk	ʃè_mbǎk	ʃ è/e + ⁿb ǎ/a k		128 129	ʃ è/e + ⁿb ǎ/a k
632	NdandaShingou	Blood	sé mbǎk	sé_mbǎk	s é/e + ⁿb ǎ/a k		128 129	s é/e + ⁿb ǎ/a k
633	NdandaCaa	Blood	sé mbǎk	sé_mbǎk	s é/e + ⁿb ǎ/a k		128 129	s é/e + ⁿb ǎ/a k
634	NdandaMeno	Blood	nse mbǎk	nse_mbǎk	ⁿs e + ⁿb ǎ/a k		128 129	ⁿs e + ⁿb ǎ/a k
635	NdandaLek	Blood	ndzjɛ́p	ndzjɛ́p	ⁿdz j ɛ́/ɛ p		130	ⁿdz j ɛ́/ɛ p
636	NdandaNgwa	Blood	dǐp	dǐp	d ǐ/i p		130	d - ǐ/i p
637	NdandaTwefap	Blood	ʃé pǎk	ʃé_pǎk	ʃ é/e + p ǎ/a k		128 129	ʃ é/e + p ǎ/a k
638	NdandaDenfap	Blood	tʃé pǎk	tʃé_pǎk	tʃ é/e + p ǎ/a k		130 129	tʃ - é/e - + p ǎ/a k
639	NdandaZua	Blood	lɨ́gə́	lɨ́gə́	l ɨ́/ɨ g ə́/ə		127	l ɨ́/ɨ g ə́/ə
640	Goshimjang	Blood	lɨ́gə́	lɨ́gə́	l ɨ́/ɨ g ə́/ə		127	l ɨ́/ɨ g ə́/ə
641	NdandaNyep	Bone	bvɨ̌	bvɨ̌	bv ɨ̌/ɨ		144	bv ɨ̌/ɨ - -
642	NdandaShingou	Bone	bvíjí	bvíjí	bv í/i j í/i		144	bv í/i j í/i
643	NdandaCaa	Bone	bvɨ̌	bvɨ̌	bv ɨ̌/ɨ		144	bv ɨ̌/ɨ - -
644	NdandaMeno	Bone	bvɨ̌	bvɨ̌	bv ɨ̌/ɨ		144	bv ɨ̌/ɨ - -
645	NdandaLek	Bone	və́h	və́h	v ə́/ə h		144	v ə́/ə h -
646	NdandaNgwa	Bone	bvɨ̌	bvɨ̌	bv ɨ̌/ɨ		144	bv ɨ̌/ɨ - -
647	NdandaTwefap	Bone	bvɔ̌	bvɔ̌	bv ɔ̌/ɔ		144	bv ɔ̌/ɔ - -
648	NdandaDenfap	Bone	bvɨ̌	bvɨ̌	bv ɨ̌/ɨ		144	bv ɨ̌/ɨ - -
649	NdandaZua	Bone	vʉ́h	vʉ́h	v ʉ́/ʉ h		144	v ʉ́/ʉ h -
881	NdandaNyep	Breast	pǐ	pǐ	p ǐ/i		154	p ǐ/i -
882	NdandaShingou	Breast	mbǐ	mbǐ	ⁿb ǐ/i		154	ⁿb ǐ/i -
883	NdandaCaa	Breast	pǐ	pǐ	p ǐ/i		154	p ǐ/i -
884	NdandaMeno	Breast	pǐ	pǐ	p ǐ/i		154	p ǐ/i -
885	NdandaLek	Breast	mbə́h	mbə́h	ⁿb ə́/ə h		154	ⁿb ə́/ə h
886	NdandaNgwa	Breast	pǐ	pǐ	p ǐ/i		154	p ǐ/i -
887	NdandaTwefap	Breast	mbɨ̌k	mbɨ̌k	ⁿb ɨ̌/ɨ k		154	ⁿb ɨ̌/ɨ k
888	NdandaDenfap	Breast	mbǐ	mbǐ	ⁿb ǐ/i		154	ⁿb ǐ/i -
889	NdandaZua	Breast	mbʉ́h	mbʉ́h	ⁿb ʉ́/ʉ h		154	ⁿb ʉ́/ʉ h
890	Goshimjang	Breast	mbə́h	mbə́h	ⁿb ə́/ə h		154	ⁿb ə́/ə h
381	NdandaNyep	Child	ŋǔ	ŋǔ	ŋ ǔ/u		165	ŋ ǔ/u - -
382	NdandaShingou	Child	ŋǔ	ŋǔ	ŋ ǔ/u		165	ŋ ǔ/u - -
383	NdandaCaa	Child	ŋǔ	ŋǔ	ŋ ǔ/u		165	ŋ ǔ/u - -
384	NdandaMeno	Child	mǔ ǎ	mǔ_ǎ	m ǔ/u + ǎ/a		166 167	m ǔ/u + ǎ/a
385	NdandaLek	Child	ŋwɔ́	ŋwɔ́	ŋʷ ɔ́/ɔ		165	ŋʷ ɔ́/ɔ - -
386	NdandaNgwa	Child	ŋúwɔ̌	ŋúwɔ̌	ŋ ú/u w ɔ̌/ɔ		165	ŋ ú/u w ɔ̌/ɔ
387	NdandaTwefap	Child	ŋǔwɔ̌	ŋǔwɔ̌	ŋ ǔ/u w ɔ̌/ɔ		165	ŋ ǔ/u w ɔ̌/ɔ
388	NdandaDenfap	Child	ŋúwɔ̌	ŋúwɔ̌	ŋ ú/u w ɔ̌/ɔ		165	ŋ ú/u w ɔ̌/ɔ
389	NdandaZua	Child	ŋwɔ́	ŋwɔ́	ŋʷ ɔ́/ɔ		165	ŋʷ ɔ́/ɔ - -
390	Goshimjang	Child	ŋwɔ́	ŋwɔ́	ŋʷ ɔ́/ɔ		165	ŋʷ ɔ́/ɔ - -
1591	NdandaNyep	Cloud	dî	dî	d î/i		178	d î/i -
1592	NdandaShingou	Cloud	díɛ̂	díɛ̂	d í/i ɛ̂/ɛ		178	d í/i ɛ̂/ɛ
1593	NdandaCaa	Cloud	díɛ̂	díɛ̂	d í/i ɛ̂/ɛ		178	d í/i ɛ̂/ɛ
1594	NdandaMeno	Cloud	díɛ̂	díɛ̂	d í/i ɛ̂/ɛ		178	d í/i ɛ̂/ɛ
1595	NdandaLek	Cloud	ʒwɛ̀	ʒwɛ̀	ʒʷ ɛ̀/ɛ		177	ʒʷ ɛ̀/ɛ
1596	NdandaNgwa	Cloud	díɛ̂	díɛ̂	d í/i ɛ̂/ɛ		178	d í/i ɛ̂/ɛ
1597	NdandaTwefap	Cloud	lúwì	lúwì	l ú/u w ì/i		179	l ú/u w ì/i
1598	NdandaDenfap	Cloud	lúwì	lúwì	l ú/u w ì/i		179	l ú/u w ì/i
1599	NdandaZua	Cloud	ʒwɛ̀	ʒwɛ̀	ʒʷ ɛ̀/ɛ		177	ʒʷ ɛ̀/ɛ
1600	Goshimjang	Cloud	ʒwɛ̀	ʒwɛ̀	ʒʷ ɛ̀/ɛ		177	ʒʷ ɛ̀/ɛ
1801	NdandaNyep	Cold	fɔ̌	fɔ̌	f ɔ̌/ɔ		188	f ɔ̌/ɔ -
1802	NdandaShingou	Cold	fɔ̌	fɔ̌	f ɔ̌/ɔ		188	f ɔ̌/ɔ -
1803	NdandaCaa	Cold	fí	fí	f í/i		188	f í/i -
1804	NdandaMeno	Cold	fɔ̌	fɔ̌	f ɔ̌/ɔ		188	f ɔ̌/ɔ -
1805	NdandaLek	Cold	fɔ́h	fɔ́h	f ɔ́/ɔ h		188	f ɔ́/ɔ h
1806	NdandaNgwa	Cold	ɣú	ɣú	ɣ ú/u		189	ɣ ú/u
1807	NdandaTwefap	Cold	ɣú	ɣú	ɣ ú/u		189	ɣ ú/u
1808	NdandaDenfap	Cold	ɣú	ɣú	ɣ ú/u		189	ɣ ú/u
1809	NdandaZua	Cold	fɔ́h	fɔ́h	f ɔ́/ɔ h		188	f ɔ́/ɔ h
1810	Goshimjang	Cold	fɔ́h	fɔ́h	f ɔ́/ɔ h		188	f ɔ́/ɔ h
1771	NdandaNyep	Day	mǔtʃúwɔ̌	mǔtʃúwɔ̌	m ǔ/u tʃ ú/u w ɔ̌/ɔ		199	m ǔ/u tʃ ú/u w ɔ̌/ɔ
1772	NdandaShingou	Day	mǔtʃúwɔ̌	mǔtʃúwɔ̌	m ǔ/u tʃ ú/u w ɔ̌/ɔ		199	m ǔ/u tʃ ú/u w ɔ̌/ɔ
1773	NdandaCaa	Day	mǔtʃúwɔ̌	mǔtʃúwɔ̌	m ǔ/u tʃ ú/u w ɔ̌/ɔ		199	m ǔ/u tʃ ú/u w ɔ̌/ɔ
1774	NdandaMeno	Day	mǔtʃúwɔ̌	mǔtʃúwɔ̌	m ǔ/u tʃ ú/u w ɔ̌/ɔ		199	m ǔ/u tʃ ú/u w ɔ̌/ɔ
1775	NdandaLek	Day	mùʃɔ̀	mùʃɔ̀	m ù/u ʃ ɔ̀/ɔ		199	m ù/u ʃ - - ɔ̀/ɔ
1776	NdandaNgwa	Day	mǔtʃúwɔ̌	mǔtʃúwɔ̌	m ǔ/u tʃ ú/u w ɔ̌/ɔ		199	m ǔ/u tʃ ú/u w ɔ̌/ɔ
1777	NdandaTwefap	Day	mǔtîp	mǔtîp	m ǔ/u t î/i p		199	m ǔ/u t î/i p -
1778	NdandaDenfap	Day	môtʃɨ̌	môtʃɨ̌	m ô/o tʃ ɨ̌/ɨ		199	m ô/o tʃ - - ɨ̌/ɨ
1779	NdandaZua	Day	mùtʃɔ̀	mùtʃɔ̀	m ù/u tʃ ɔ̀/ɔ		199	m ù/u tʃ - - ɔ̀/ɔ
1780	Goshimjang	Day	múʃɔ̀	múʃɔ̀	m ú/u ʃ ɔ̀/ɔ		199	m ú/u ʃ - - ɔ̀/ɔ
1871	NdandaNyep	Dirty	dôtî	dôtî	d ô/o t î/i		211	d ô/o t î/i
1872	NdandaShingou	Dirty	dôtî	dôtî	d ô/o t î/i		211	d ô/o t î/i
1873	NdandaCaa	Dirty	dôtî	dôtî	d ô/o t î/i		211	d ô/o t î/i
1874	NdandaMeno	Dirty	dôtî	dôtî	d ô/o t î/i		211	d ô/o t î/i
1875	NdandaLek	Dirty	lòtsì	lòtsì	l ò/o ts ì/i		210	l ò/o ts ì/i
1876	NdandaNgwa	Dirty	dôtî	dôtî	d ô/o t î/i		211	d ô/o t î/i
1877	NdandaTwefap	Dirty	ʃǐp	ʃǐp	ʃ ǐ/i p		212	ʃ ǐ/i p
1878	NdandaDenfap	Dirty	fɨ̀p	fɨ̀p	f ɨ̀/ɨ p		212	f ɨ̀/ɨ p
1879	NdandaZua	Dirty	lòtsì	lòtsì	l ò/o ts ì/i		210	l ò/o ts ì/i
1880	Goshimjang	Dirty	lòtsì	lòtsì	l ò/o ts ì/i		210	l ò/o ts ì/i
461	NdandaNyep	Dog	̀mbvɔ́	mbvɔ́	ⁿb v ɔ́/ɔ		221	ⁿb v ɔ́/ɔ -
462	NdandaShingou	Dog	mbvɔ́	mbvɔ́	ⁿb v ɔ́/ɔ		221	ⁿb v ɔ́/ɔ -
463	NdandaCaa	Dog	mbvɔ́	mbvɔ́	ⁿb v ɔ́/ɔ		221	ⁿb v ɔ́/ɔ -
464	NdandaMeno	Dog	mbvɔ́	mbvɔ́	ⁿb v ɔ́/ɔ		221	ⁿb v ɔ́/ɔ -
465	NdandaLek	Dog	ɱvɔ́	ɱvɔ́	ⁿv ɔ́/ɔ		221	- ⁿv ɔ́/ɔ -
466	NdandaNgwa	Dog	mbʉ̌	mbʉ̌	ⁿb ʉ̌/ʉ		221	ⁿb - ʉ̌/ʉ -
467	NdandaTwefap	Dog	bvʉ́k	bvʉ́k	bv ʉ́/ʉ k		221	- bv ʉ́/ʉ k
468	NdandaDenfap	Dog	mbʉ̌	mbʉ̌	ⁿb ʉ̌/ʉ		221	ⁿb - ʉ̌/ʉ -
469	NdandaZua	Dog	ɱvó	ɱvó	ⁿv ó/o		221	- ⁿv ó/o -
470	Goshimjang	Dog	ɱvɔ́	ɱvɔ́	ⁿv ɔ́/ɔ		221	- ⁿv ɔ́/ɔ -
1941	NdandaNyep	Dry	jɨ̌p	jɨ̌p	j ɨ̌/ɨ p		232	j ɨ̌/ɨ p
1942	NdandaShingou	Dry	jɨ̌p	jɨ̌p	j ɨ̌/ɨ p		232	j ɨ̌/ɨ p
1943	NdandaCaa	Dry	jɨ̌p	jɨ̌p	j ɨ̌/ɨ p		232	j ɨ̌/ɨ p
1944	NdandaMeno	Dry	ndʒǎhǎ	ndʒǎhǎ	ⁿdʒ ǎ/a h ǎ/a		234	ⁿdʒ ǎ/a h ǎ/a
1945	NdandaLek	Dry	ŋgə́ jíp	ŋgə́_jíp	ⁿg ə́/ə + j í/i p		233 232	ⁿg ə́/ə + j í/i p
1946	NdandaNgwa	Dry	ʒǐp	ʒǐp	ʒ ǐ/i p		232	ʒ ǐ/i p
1947	NdandaTwefap	Dry	ndʒǐp	ndʒǐp	ⁿdʒ ǐ/i p		232	ⁿdʒ ǐ/i p
1948	NdandaDenfap	Dry	ʒǐp	ʒǐp	ʒ ǐ/i p		232	ʒ ǐ/i p
1949	NdandaZua	Dry	ʒíp	ʒíp	ʒ í/i p		232	ʒ í/i p
1950	Goshimjang	Dry	ʒíp	ʒíp	ʒ í/i p		232	ʒ í/i p
1911	NdandaNyep	Dull	ŋgɛ́ mɨ̌sé	ŋgɛ́_mɨ̌sé	ⁿg ɛ́/ɛ + m ɨ̌/ɨ s é/e		249 250	ⁿg ɛ́/ɛ + m ɨ̌/ɨ s é/e
1912	NdandaShingou	Dull	dɔ̌ŋ ʒɛ̌p	dɔ̌ŋ_ʒɛ̌p	d ɔ̌/ɔ ŋ + ʒ ɛ̌/ɛ p		245 246	d ɔ̌/ɔ ŋ + ʒ ɛ̌/ɛ p
1913	NdandaCaa	Dull	dɔ̌ŋ ʒɛ̌p	dɔ̌ŋ_ʒɛ̌p	d ɔ̌/ɔ ŋ + ʒ ɛ̌/ɛ p		245 246	d ɔ̌/ɔ ŋ + ʒ ɛ̌/ɛ p
1914	NdandaMeno	Dull	nǔʔ	nǔʔ	n ǔ/u ʔ		247	n ǔ/u ʔ
1915	NdandaLek	Dull	ŋgə́pɲí	ŋgə́pɲí	ⁿg ə́/ə p ɲ í/i		244	ⁿg ə́/ə p ɲ í/i
1916	NdandaNgwa	Dull	mǎʔɲije	mǎʔɲije	m ǎ/a ʔ ɲ i j e		248	m ǎ/a ʔ ɲ i j e
1917	NdandaTwefap	Dull	mǎʔɲijǎ	mǎʔɲijǎ	m ǎ/a ʔ ɲ i j ǎ/a		248	m ǎ/a ʔ ɲ i j ǎ/a
1918	NdandaDenfap	Dull	fíp	fíp	f í/i p		246	f í/i p
1919	NdandaZua	Dull	ŋgə́tní	ŋgə́tní	ⁿg ə́/ə t n í/i		244	ⁿg ə́/ə t n í/i
1920	Goshimjang	Dull	ŋgə́pɲí	ŋgə́pɲí	ⁿg ə́/ə p ɲ í/i		244	ⁿg ə́/ə p ɲ í/i
