# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
1065	182_tosleep	to sleep	NdandaLek	Ndanda_Lek	nì dzí	nì_dzí	n ì/i + d z í/i	ndan1241		5.150741	10.429029		4 7 9 1 3 7	AX_ACX	NI_TSI	4	4.N.C 4.I.V 4._._ 4.T.C 4.S.C 4.I.V	2.0 1.5 0.0 2.0 1.5 1.5	nì/i+dzí/i	0	2343 2344	n ì/i + d z í/i
1066	182_tosleep	to sleep	NdandaNgwa	Ndanda_Ngwa	zǐ	zǐ	z ǐ/i	ndan1241		5.191047	10.473404		3 7	AX	SI	6	6.S.C 6.I.V	2.0 1.5	zǐ/i	0	2345	z ǐ/i
1067	182_tosleep	to sleep	NdandaTwefap	Ndanda_Twefap	ndǐ	ndǐ	ⁿd ǐ/i	ndan1241		5.027245	10.473575		1 7	AX	TI	9	9.T.C 9.I.V	2.0 1.5	ⁿdǐ/i	0	2344	ⁿd - ǐ/i
1068	182_tosleep	to sleep	NdandaDenfap	Ndanda_Denfap	tsî	tsî	ts î/i	ndan1241		5.111459	10.336031		2 7	AX	CI	3	3.C.C 3.I.V	2.0 1.5	tsî/i	0	2344	ts - î/i
1069	182_tosleep	to sleep	NdandaZua	Ndanda_Zua	ndì ndí	ndì_ndí	ⁿd ì/i + ⁿd í/i						1 7 9 1 7	AX_AX	TI_TI	10	10.T.C 10.I.V 10._._ 10.T.C 10.I.V	2.0 1.5 0.0 2.0 1.5	ⁿdì/i+ⁿdí/i	0	2344 2346	ⁿd - ì/i + ⁿd í/i
1070	182_tosleep	to sleep	Goshimjang	Goshimjang	nì ndí	nì_ndí	n ì/i + ⁿd í/i	ndan1241		5.234168	10.407013		4 7 9 1 7	AX_AX	NI_TI	1	1.N.C 1.I.V 1._._ 1.T.C 1.I.V	2.0 1.5 0.0 2.0 1.5	nì/i+ⁿdí/i	0	2343 2344	n ì/i + ⁿd - í/i
#
1041	183_tosmell	to smell	NdandaNyep	Ndanda_Nyep	ndɛ̌p	ndɛ̌p	ⁿd ɛ̌/ɛ p	bato1245		5.254489	10.471901		1 7 1	AXN	TEP	7	7.T.C 7.E.V 7.P.c	2.0 1.5 0.8	ⁿdɛ̌/ɛp	0	2362	ⁿd ɛ̌/ɛ p
1042	183_tosmell	to smell	NdandaShingou	Ndanda_Shingou	ndɛ̌p	ndɛ̌p	ⁿd ɛ̌/ɛ p	ndan1241		5.238847	10.491081		1 7 1	AXN	TEP	8	8.T.C 8.E.V 8.P.c	2.0 1.5 0.8	ⁿdɛ̌/ɛp	0	2362	ⁿd ɛ̌/ɛ p
1043	183_tosmell	to smell	NdandaCaa	Ndanda_Ca-a	nʒǔ sɛ̌	nʒǔ_sɛ̌	ⁿʒ ǔ/u + s ɛ̌/ɛ	ndan1241		5.14715	10.3942		3 7 9 3 7	AX_AX	SY_SE	2	2.S.C 2.Y.V 2._._ 2.S.C 2.E.V	2.0 1.5 0.0 2.0 1.5	ⁿʒǔ/u+sɛ̌/ɛ	0	2359 2360	ⁿʒ ǔ/u + s ɛ̌/ɛ
1044	183_tosmell	to smell	NdandaMeno	Ndanda_Meno	sɛ̂	sɛ̂	s ɛ̂/ɛ	ndan1241		5.069482	10.425853		3 7	AX	SE	5	5.S.C 5.E.V	2.0 1.5	sɛ̂/ɛ	0	2360	s ɛ̂/ɛ
1045	183_tosmell	to smell	NdandaLek	Ndanda_Lek	nə̀ lɛ̀psə̀	nə̀_lɛ̀psə̀	n ə̀/ə + l ɛ̀/ɛ p s ə̀/ə	ndan1241		5.150741	10.429029		4 7 9 5 7 1 3 7	AX_AXBCZ	NE_LEPSE	4	4.N.C 4.E.V 4._._ 4.L.C 4.E.V 4.P.C 4.S.C 4.E.V	2.0 1.5 0.0 2.0 1.5 1.75 1.5 0.8	nə̀/ə+lɛ̀/ɛpsə̀/ə	0	2357 2361	n ə̀/ə + l ɛ̀/ɛ p s ə̀/ə
1046	183_tosmell	to smell	NdandaNgwa	Ndanda_Ngwa	ndǎp	ndǎp	ⁿd ǎ/a p	ndan1241		5.191047	10.473404		1 7 1	AXN	TAP	6	6.T.C 6.A.V 6.P.c	2.0 1.5 0.8	ⁿdǎ/ap	0	2362	ⁿd ǎ/a p
1047	183_tosmell	to smell	NdandaTwefap	Ndanda_Twefap	ndǎbǎ	ndǎbǎ	ⁿd ǎ/a b ǎ/a	ndan1241		5.027245	10.473575		1 7 1 7	AXBZ	TAPA	9	9.T.C 9.A.V 9.P.C 9.A.V	2.0 1.5 1.75 0.8	ⁿdǎ/abǎ/a	0	2361	ⁿd ǎ/a b - ǎ/a
1048	183_tosmell	to smell	NdandaDenfap	Ndanda_Denfap	jǔ ʒwí	jǔ_ʒwí	j ǔ/u + ʒʷ í/i	ndan1241		5.111459	10.336031		6 7 9 3 7	AX_AX	JY_SI	3	3.J.C 3.Y.V 3._._ 3.S.C 3.I.V	2.0 1.5 0.0 2.0 1.5	jǔ/u+ʒʷí/i	0	2358 2360	j ǔ/u - - - - - - + ʒʷ í/i
1049	183_tosmell	to smell	NdandaZua	Ndanda_Zua	ndì ndə̀p	ndì_ndə̀p	ⁿd ì/i + ⁿd ə̀/ə p						1 7 9 1 7 1	AX_AXN	TI_TEP	10	10.T.C 10.I.V 10._._ 10.T.C 10.E.V 10.P.c	2.0 1.5 0.0 2.0 1.5 0.8	ⁿdì/i+ⁿdə̀/əp	0	2363 2362	ⁿd ì/i + ⁿd ə̀/ə p
1050	183_tosmell	to smell	Goshimjang	Goshimjang	nì júʔkə̀bɔ̀ŋ	nì_júʔkə̀bɔ̀ŋ	n ì/i + j ú/u ʔ k ə̀/ə b ɔ̀/ɔ ŋ	ndan1241		5.234168	10.407013		4 7 9 6 7 1 1 7 1 7 4	AX_AXMBYBYN	NI_JYHKEPUN	1	1.N.C 1.I.V 1._._ 1.J.C 1.Y.V 1.H.c 1.K.C 1.E.V 1.P.C 1.U.V 1.N.c	2.0 1.5 0.0 2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	nì/i+jú/uʔkə̀/əbɔ̀/ɔŋ	0	2357 2358	n ì/i + j ú/u ʔ k ə̀/ə b ɔ̀/ɔ ŋ
#
951	184_tospit	to spit	NdandaNyep	Ndanda_Nyep	ntɛ̂m tí	ntɛ̂m_tí	ⁿt ɛ̂/ɛ m + t í/i	bato1245		5.254489	10.471901		1 7 4 9 1 7	AXN_AX	TEM_TI	7	7.T.C 7.E.V 7.M.c 7._._ 7.T.C 7.I.V	2.0 1.5 0.8 0.0 2.0 1.5	ⁿtɛ̂/ɛm+tí/i	0	2376 2374	ⁿt ɛ̂/ɛ m + t í/i
952	184_tospit	to spit	NdandaShingou	Ndanda_Shingou	ntí tí	ntí_tí	ⁿt í/i + t í/i	ndan1241		5.238847	10.491081		1 7 9 1 7	AX_AX	TI_TI	8	8.T.C 8.I.V 8._._ 8.T.C 8.I.V	2.0 1.5 0.0 2.0 1.5	ⁿtí/i+tí/i	0	2374 2375	ⁿt í/i + t í/i - -
953	184_tospit	to spit	NdandaCaa	Ndanda_Ca-a	ntɨ̌ tijɨ́	ntɨ̌_tijɨ́	ⁿt ɨ̌/ɨ + t i j ɨ́/ɨ	ndan1241		5.14715	10.3942		1 7 9 1 7 6 7	AX_AXBZ	TI_TIJI	2	2.T.C 2.I.V 2._._ 2.T.C 2.I.V 2.J.C 2.I.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ⁿtɨ̌/ɨ+tijɨ́/ɨ	0	2374 2375	ⁿt ɨ̌/ɨ + t i j ɨ́/ɨ
954	184_tospit	to spit	NdandaMeno	Ndanda_Meno	ntí tí	ntí_tí	ⁿt í/i + t í/i	ndan1241		5.069482	10.425853		1 7 9 1 7	AX_AX	TI_TI	5	5.T.C 5.I.V 5._._ 5.T.C 5.I.V	2.0 1.5 0.0 2.0 1.5	ⁿtí/i+tí/i	0	2374 2375	ⁿt í/i + t í/i - -
955	184_tospit	to spit	NdandaLek	Ndanda_Lek	nə̀ tʃì	nə̀_tʃì	n ə̀/ə + tʃ ì/i	ndan1241		5.150741	10.429029		4 7 9 1 7	AX_AX	NE_TI	4	4.N.C 4.E.V 4._._ 4.T.C 4.I.V	2.0 1.5 0.0 2.0 1.5	nə̀/ə+tʃì/i	0	2373 2374	n ə̀/ə + tʃ ì/i
956	184_tospit	to spit	NdandaNgwa	Ndanda_Ngwa	tǒ	tǒ	t ǒ/o	ndan1241		5.191047	10.473404		1 7	AX	TU	6	6.T.C 6.U.V	2.0 1.5	tǒ/o	0	2374	t ǒ/o
957	184_tospit	to spit	NdandaTwefap	Ndanda_Twefap	tǒ	tǒ	t ǒ/o	ndan1241		5.027245	10.473575		1 7	AX	TU	9	9.T.C 9.U.V	2.0 1.5	tǒ/o	0	2374	t ǒ/o
958	184_tospit	to spit	NdandaDenfap	Ndanda_Denfap	tǒ	tǒ	t ǒ/o	ndan1241		5.111459	10.336031		1 7	AX	TU	3	3.T.C 3.U.V	2.0 1.5	tǒ/o	0	2374	t ǒ/o
959	184_tospit	to spit	NdandaZua	Ndanda_Zua	ndì tʃì	ndì_tʃì	ⁿd ì/i + tʃ ì/i						1 7 9 1 7	AX_AX	TI_TI	10	10.T.C 10.I.V 10._._ 10.T.C 10.I.V	2.0 1.5 0.0 2.0 1.5	ⁿdì/i+tʃì/i	0	2374 2375	ⁿd ì/i + tʃ ì/i - -
960	184_tospit	to spit	Goshimjang	Goshimjang	nì tʃì	nì_tʃì	n ì/i + tʃ ì/i	ndan1241		5.234168	10.407013		4 7 9 1 7	AX_AX	NI_TI	1	1.N.C 1.I.V 1._._ 1.T.C 1.I.V	2.0 1.5 0.0 2.0 1.5	nì/i+tʃì/i	0	2373 2374	n ì/i + tʃ ì/i
#
1141	185_tosplit	to split	NdandaNyep	Ndanda_Nyep	mbǎ	mbǎ	ⁿb ǎ/a	bato1245		5.254489	10.471901		1 7	AX	PA	7	7.P.C 7.A.V	2.0 1.5	ⁿbǎ/a	0	2393	ⁿb ǎ/a - -
1142	185_tosplit	to split	NdandaShingou	Ndanda_Shingou	mbǎ	mbǎ	ⁿb ǎ/a	ndan1241		5.238847	10.491081		1 7	AX	PA	8	8.P.C 8.A.V	2.0 1.5	ⁿbǎ/a	0	2393	ⁿb ǎ/a - -
1143	185_tosplit	to split	NdandaCaa	Ndanda_Ca-a	pǎʔa	pǎʔa	p ǎ/a ʔ a	ndan1241		5.14715	10.3942		1 7 1 7	AXBZ	PAHA	2	2.P.C 2.A.V 2.H.C 2.A.V	2.0 1.5 1.75 0.8	pǎ/aʔa	0	2393	p ǎ/a ʔ a
1144	185_tosplit	to split	NdandaMeno	Ndanda_Meno	mbǎ	mbǎ	ⁿb ǎ/a	ndan1241		5.069482	10.425853		1 7	AX	PA	5	5.P.C 5.A.V	2.0 1.5	ⁿbǎ/a	0	2393	ⁿb ǎ/a - -
1145	185_tosplit	to split	NdandaLek	Ndanda_Lek	nə̀ tàhsə̀	nə̀_tàhsə̀	n ə̀/ə + t à/a h s ə̀/ə	ndan1241		5.150741	10.429029		4 7 9 1 7 3 3 7	AX_AXMBZ	NE_TAHSE	4	4.N.C 4.E.V 4._._ 4.T.C 4.A.V 4.H.c 4.S.C 4.E.V	2.0 1.5 0.0 2.0 1.5 1.1 1.75 0.8	nə̀/ə+tà/ahsə̀/ə	0	2391 2392	n ə̀/ə + t à/a h s ə̀/ə
1146	185_tosplit	to split	NdandaNgwa	Ndanda_Ngwa	ì paʔ	ì_paʔ	ì/i + p a ʔ	ndan1241		5.191047	10.473404		7 9 1 7 1	X_AXN	I_PAH	6	6.I.V 6._._ 6.P.C 6.A.V 6.H.c	1.5 0.0 2.0 1.5 0.8	ì/i+paʔ	0	2394 2393	ì/i + p a ʔ -
1147	185_tosplit	to split	NdandaTwefap	Ndanda_Twefap	mbɛ̌	mbɛ̌	ⁿb ɛ̌/ɛ	ndan1241		5.027245	10.473575		1 7	AX	PE	9	9.P.C 9.E.V	2.0 1.5	ⁿbɛ̌/ɛ	1	2393	ⁿb ɛ̌/ɛ - -
1148	185_tosplit	to split	NdandaDenfap	Ndanda_Denfap	pɛ̂	pɛ̂	p ɛ̂/ɛ	ndan1241		5.111459	10.336031		1 7	AX	PE	3	3.P.C 3.E.V	2.0 1.5	pɛ̂/ɛ	0	2393	p ɛ̂/ɛ - -
1149	185_tosplit	to split	NdandaZua	Ndanda_Zua	ndì tàhsə̀	ndì_tàhsə̀	ⁿd ì/i + t à/a h s ə̀/ə						1 7 9 1 7 3 3 7	AX_AXMBZ	TI_TAHSE	10	10.T.C 10.I.V 10._._ 10.T.C 10.A.V 10.H.c 10.S.C 10.E.V	2.0 1.5 0.0 2.0 1.5 1.1 1.75 0.8	ⁿdì/i+tà/ahsə̀/ə	0	2395 2392	ⁿd ì/i + t à/a h s ə̀/ə
1150	185_tosplit	to split	Goshimjang	Goshimjang	nì tàhsə̀	nì_tàhsə̀	n ì/i + t à/a h s ə̀/ə	ndan1241		5.234168	10.407013		4 7 9 1 7 3 3 7	AX_AXMBZ	NI_TAHSE	1	1.N.C 1.I.V 1._._ 1.T.C 1.A.V 1.H.c 1.S.C 1.E.V	2.0 1.5 0.0 2.0 1.5 1.1 1.75 0.8	nì/i+tà/ahsə̀/ə	0	2391 2392	n ì/i + t à/a h s ə̀/ə
#
1291	186_tosqueeze	to squeeze	NdandaNyep	Ndanda_Nyep	nɔ̂ʔ	nɔ̂ʔ	n ɔ̂/ɔ ʔ	bato1245		5.254489	10.471901		4 7 1	AXN	NUH	7	7.N.C 7.U.V 7.H.c	2.0 1.5 0.8	nɔ̂/ɔʔ	0	2408	n ɔ̂/ɔ ʔ
1292	186_tosqueeze	to squeeze	NdandaShingou	Ndanda_Shingou	nɔ̂ʔ	nɔ̂ʔ	n ɔ̂/ɔ ʔ	ndan1241		5.238847	10.491081		4 7 1	AXN	NUH	8	8.N.C 8.U.V 8.H.c	2.0 1.5 0.8	nɔ̂/ɔʔ	0	2408	n ɔ̂/ɔ ʔ
1293	186_tosqueeze	to squeeze	NdandaCaa	Ndanda_Ca-a	nɔ̂ʔ	nɔ̂ʔ	n ɔ̂/ɔ ʔ	ndan1241		5.14715	10.3942		4 7 1	AXN	NUH	2	2.N.C 2.U.V 2.H.c	2.0 1.5 0.8	nɔ̂/ɔʔ	0	2408	n ɔ̂/ɔ ʔ
1294	186_tosqueeze	to squeeze	NdandaMeno	Ndanda_Meno	nɔ̂ʔ	nɔ̂ʔ	n ɔ̂/ɔ ʔ	ndan1241		5.069482	10.425853		4 7 1	AXN	NUH	5	5.N.C 5.U.V 5.H.c	2.0 1.5 0.8	nɔ̂/ɔʔ	0	2408	n ɔ̂/ɔ ʔ
1295	186_tosqueeze	to squeeze	NdandaLek	Ndanda_Lek	nə̀ sú	nə̀_sú	n ə̀/ə + s ú/u	ndan1241		5.150741	10.429029		4 7 9 3 7	AX_AX	NE_SY	4	4.N.C 4.E.V 4._._ 4.S.C 4.Y.V	2.0 1.5 0.0 2.0 1.5	nə̀/ə+sú/u	0	2406 2410	n ə̀/ə + s ú/u
1296	186_tosqueeze	to squeeze	NdandaNgwa	Ndanda_Ngwa	ní	ní	n í/i	ndan1241		5.191047	10.473404		4 7	AX	NI	6	6.N.C 6.I.V	2.0 1.5	ní/i	0	2406	n í/i
1297	186_tosqueeze	to squeeze	NdandaTwefap	Ndanda_Twefap	nɔ̌tsé	nɔ̌tsé	n ɔ̌/ɔ ts é/e	ndan1241		5.027245	10.473575		4 7 2 7	AXBZ	NUCE	9	9.N.C 9.U.V 9.C.C 9.E.V	2.0 1.5 1.75 0.8	nɔ̌/ɔtsé/e	0	2411	n ɔ̌/ɔ ts é/e
1298	186_tosqueeze	to squeeze	NdandaDenfap	Ndanda_Denfap	núwɔ̂	núwɔ̂	n ú/u w ɔ̂/ɔ	ndan1241		5.111459	10.336031		4 7 6 7	AXBZ	NYWU	3	3.N.C 3.Y.V 3.W.C 3.U.V	2.0 1.5 1.75 0.8	nú/uwɔ̂/ɔ	0	2409	n ú/u w ɔ̂/ɔ
1299	186_tosqueeze	to squeeze	NdandaZua	Ndanda_Zua	ndì nséʔ	ndì_nséʔ	ⁿd ì/i + ⁿs é/e ʔ						1 7 9 3 7 1	AX_AXN	TI_SEH	10	10.T.C 10.I.V 10._._ 10.S.C 10.E.V 10.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ⁿdì/i+ⁿsé/eʔ	0	2412 2413	ⁿd ì/i + ⁿs é/e ʔ
1300	186_tosqueeze	to squeeze	Goshimjang	Goshimjang	nì mɔ́	nì_mɔ́	n ì/i + m ɔ́/ɔ	ndan1241		5.234168	10.407013		4 7 9 4 7	AX_AX	NI_MU	1	1.N.C 1.I.V 1._._ 1.M.C 1.U.V	2.0 1.5 0.0 2.0 1.5	nì/i+mɔ́/ɔ	0	2406 2407	n ì/i + m ɔ́/ɔ
#
1151	187_tostab	to stab	NdandaNyep	Ndanda_Nyep	sɔ̌p	sɔ̌p	s ɔ̌/ɔ p	bato1245		5.254489	10.471901		3 7 1	AXN	SUP	7	7.S.C 7.U.V 7.P.c	2.0 1.5 0.8	sɔ̌/ɔp	0	2420	s ɔ̌/ɔ p
1152	187_tostab	to stab	NdandaShingou	Ndanda_Shingou	sɔ̌p	sɔ̌p	s ɔ̌/ɔ p	ndan1241		5.238847	10.491081		3 7 1	AXN	SUP	8	8.S.C 8.U.V 8.P.c	2.0 1.5 0.8	sɔ̌/ɔp	0	2420	s ɔ̌/ɔ p
1153	187_tostab	to stab	NdandaCaa	Ndanda_Ca-a	sɔ̌p	sɔ̌p	s ɔ̌/ɔ p	ndan1241		5.14715	10.3942		3 7 1	AXN	SUP	2	2.S.C 2.U.V 2.P.c	2.0 1.5 0.8	sɔ̌/ɔp	0	2420	s ɔ̌/ɔ p
1154	187_tostab	to stab	NdandaMeno	Ndanda_Meno	sɔ̌p	sɔ̌p	s ɔ̌/ɔ p	ndan1241		5.069482	10.425853		3 7 1	AXN	SUP	5	5.S.C 5.U.V 5.P.c	2.0 1.5 0.8	sɔ̌/ɔp	0	2420	s ɔ̌/ɔ p
1155	187_tostab	to stab	NdandaLek	Ndanda_Lek	nə̀ sɛ̀p	nə̀_sɛ̀p	n ə̀/ə + s ɛ̀/ɛ p	ndan1241		5.150741	10.429029		4 7 9 3 7 1	AX_AXN	NE_SEP	4	4.N.C 4.E.V 4._._ 4.S.C 4.E.V 4.P.c	2.0 1.5 0.0 2.0 1.5 0.8	nə̀/ə+sɛ̀/ɛp	0	2421 2420	n ə̀/ə + s ɛ̀/ɛ p
1156	187_tostab	to stab	NdandaNgwa	Ndanda_Ngwa	sǔp	sǔp	s ǔ/u p	ndan1241		5.191047	10.473404		3 7 1	AXN	SYP	6	6.S.C 6.Y.V 6.P.c	2.0 1.5 0.8	sǔ/up	0	2420	s ǔ/u p
1157	187_tostab	to stab	NdandaTwefap	Ndanda_Twefap	sǔp	sǔp	s ǔ/u p	ndan1241		5.027245	10.473575		3 7 1	AXN	SYP	9	9.S.C 9.Y.V 9.P.c	2.0 1.5 0.8	sǔ/up	0	2420	s ǔ/u p
1158	187_tostab	to stab	NdandaDenfap	Ndanda_Denfap	sǔp	sǔp	s ǔ/u p	ndan1241		5.111459	10.336031		3 7 1	AXN	SYP	3	3.S.C 3.Y.V 3.P.c	2.0 1.5 0.8	sǔ/up	0	2420	s ǔ/u p
1159	187_tostab	to stab	NdandaZua	Ndanda_Zua	ndì sə̀b	ndì_sə̀b	ⁿd ì/i + s ə̀/ə b						1 7 9 3 7 1	AX_AXN	TI_SEP	10	10.T.C 10.I.V 10._._ 10.S.C 10.E.V 10.P.c	2.0 1.5 0.0 2.0 1.5 0.8	ⁿdì/i+sə̀/əb	0	2422 2420	ⁿd ì/i + s ə̀/ə b
#
1241	188_tostand	to stand	NdandaNyep	Ndanda_Nyep	ntsǐ tíjɨ́	ntsǐ_tíjɨ́	ⁿt s ǐ/i + t í/i j ɨ́/ɨ	bato1245		5.254489	10.471901		1 3 7 9 1 7 6 7	ACX_AXBZ	TSI_TIJI	7	7.T.C 7.S.C 7.I.V 7._._ 7.T.C 7.I.V 7.J.C 7.I.V	2.0 1.5 1.5 0.0 2.0 1.5 1.75 0.8	ⁿtsǐ/i+tí/ijɨ́/ɨ	0	2434 2438	ⁿt s ǐ/i + - - t í/i j ɨ́/ɨ
1242	188_tostand	to stand	NdandaShingou	Ndanda_Shingou	sítíjɨ́	sítíjɨ́	s í/i t í/i j ɨ́/ɨ	ndan1241		5.238847	10.491081		3 7 1 7 6 7	AXBYBZ	SITIJI	8	8.S.C 8.I.V 8.T.C 8.I.V 8.J.C 8.I.V	2.0 1.5 1.75 1.3 1.75 0.8	sí/ití/ijɨ́/ɨ	0	2438	s í/i t í/i j ɨ́/ɨ
1243	188_tostand	to stand	NdandaCaa	Ndanda_Ca-a	sǐ tɨ̌	sǐ_tɨ̌	s ǐ/i + t ɨ̌/ɨ	ndan1241		5.14715	10.3942		3 7 9 1 7	AX_AX	SI_TI	2	2.S.C 2.I.V 2._._ 2.T.C 2.I.V	2.0 1.5 0.0 2.0 1.5	sǐ/i+tɨ̌/ɨ	0	2434 2435	- s ǐ/i + t ɨ̌/ɨ
1244	188_tostand	to stand	NdandaMeno	Ndanda_Meno	ndúhú tɨ́	ndúhú_tɨ́	ⁿd ú/u h ú/u + t ɨ́/ɨ	ndan1241		5.069482	10.425853		1 7 3 7 9 1 7	AXBZ_AX	TYHY_TI	5	5.T.C 5.Y.V 5.H.C 5.Y.V 5._._ 5.T.C 5.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	ⁿdú/uhú/u+tɨ́/ɨ	0	2437 2435	ⁿd ú/u h ú/u + t ɨ́/ɨ
1245	188_tostand	to stand	NdandaLek	Ndanda_Lek	nè tʃɨ́sə́	nè_tʃɨ́sə́	n è/e + tʃ ɨ́/ɨ s ə́/ə	ndan1241		5.150741	10.429029		4 7 9 1 7 3 7	AX_AXBZ	NE_TISE	4	4.N.C 4.E.V 4._._ 4.T.C 4.I.V 4.S.C 4.E.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	nè/e+tʃɨ́/ɨsə́/ə	0	2432 2433	n è/e + tʃ ɨ́/ɨ s ə́/ə
1246	188_tostand	to stand	NdandaNgwa	Ndanda_Ngwa	tsǐ tsé	tsǐ_tsé	ts ǐ/i + ts é/e	ndan1241		5.191047	10.473404		2 7 9 2 7	AX_AX	CI_CE	6	6.C.C 6.I.V 6._._ 6.C.C 6.E.V	2.0 1.5 0.0 2.0 1.5	tsǐ/i+tsé/e	0	2435 2436	ts ǐ/i + ts é/e
1247	188_tostand	to stand	NdandaTwefap	Ndanda_Twefap	tsí tsɨ̂	tsí_tsɨ̂	ts í/i + ts ɨ̂/ɨ	ndan1241		5.027245	10.473575		2 7 9 2 7	AX_AX	CI_CI	9	9.C.C 9.I.V 9._._ 9.C.C 9.I.V	2.0 1.5 0.0 2.0 1.5	tsí/i+tsɨ̂/ɨ	0	2435 2436	ts í/i + ts ɨ̂/ɨ
1248	188_tostand	to stand	NdandaDenfap	Ndanda_Denfap	tsí tsɨ̂	tsí_tsɨ̂	ts í/i + ts ɨ̂/ɨ	ndan1241		5.111459	10.336031		2 7 9 2 7	AX_AX	CI_CI	3	3.C.C 3.I.V 3._._ 3.C.C 3.I.V	2.0 1.5 0.0 2.0 1.5	tsí/i+tsɨ̂/ɨ	0	2435 2436	ts í/i + ts ɨ̂/ɨ
1249	188_tostand	to stand	NdandaZua	Ndanda_Zua	ndì tʃɨ́sə́	ndì_tʃɨ́sə́	ⁿd ì/i + tʃ ɨ́/ɨ s ə́/ə						1 7 9 1 7 3 7	AX_AXBZ	TI_TISE	10	10.T.C 10.I.V 10._._ 10.T.C 10.I.V 10.S.C 10.E.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ⁿdì/i+tʃɨ́/ɨsə́/ə	0	2435 2433	ⁿd ì/i + tʃ ɨ́/ɨ s ə́/ə
1250	188_tostand	to stand	Goshimjang	Goshimjang	nì tʃɨ́sə́	nì_tʃɨ́sə́	n ì/i + tʃ ɨ́/ɨ s ə́/ə	ndan1241		5.234168	10.407013		4 7 9 1 7 3 7	AX_AXBZ	NI_TISE	1	1.N.C 1.I.V 1._._ 1.T.C 1.I.V 1.S.C 1.E.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	nì/i+tʃɨ́/ɨsə́/ə	0	2432 2433	n ì/i + tʃ ɨ́/ɨ s ə́/ə
#
941	189_tosuck	to suck	NdandaNyep	Ndanda_Nyep	nǔ	nǔ	n ǔ/u	bato1245		5.254489	10.471901		4 7	AX	NY	7	7.N.C 7.Y.V	2.0 1.5	nǔ/u	1	2453	n ǔ/u
942	189_tosuck	to suck	NdandaShingou	Ndanda_Shingou	fíjɛ̌p sé	fíjɛ̌p_sé	f í/i j ɛ̌/ɛ p + s é/e	ndan1241		5.238847	10.491081		3 7 6 7 1 9 3 7	AXBYN_AX	BIJEP_SE	8	8.B.C 8.I.V 8.J.C 8.E.V 8.P.c 8._._ 8.S.C 8.E.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	fí/ijɛ̌/ɛp+sé/e	0	2455 2454	f í/i j ɛ̌/ɛ p + s - é/e
943	189_tosuck	to suck	NdandaCaa	Ndanda_Ca-a	nǔ sé	nǔ_sé	n ǔ/u + s é/e	ndan1241		5.14715	10.3942		4 7 9 3 7	AX_AX	NY_SE	2	2.N.C 2.Y.V 2._._ 2.S.C 2.E.V	2.0 1.5 0.0 2.0 1.5	nǔ/u+sé/e	0	2453 2454	n ǔ/u + s - é/e
944	189_tosuck	to suck	NdandaMeno	Ndanda_Meno	fúwɔ̌p sé	fúwɔ̌p_sé	f ú/u w ɔ̌/ɔ p + s é/e	ndan1241		5.069482	10.425853		3 7 6 7 1 9 3 7	AXBYN_AX	BYWUP_SE	5	5.B.C 5.Y.V 5.W.C 5.U.V 5.P.c 5._._ 5.S.C 5.E.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	fú/uwɔ̌/ɔp+sé/e	0	2457 2454	f ú/u w ɔ̌/ɔ p + s - é/e
945	189_tosuck	to suck	NdandaLek	Ndanda_Lek	nə̀ ʃjɛ́	nə̀_ʃjɛ́	n ə̀/ə + ʃ j ɛ́/ɛ	ndan1241		5.150741	10.429029		4 7 9 3 6 7	AX_ACX	NE_SJE	4	4.N.C 4.E.V 4._._ 4.S.C 4.J.C 4.E.V	2.0 1.5 0.0 2.0 1.5 1.5	nə̀/ə+ʃjɛ́/ɛ	0	2452 2454	n ə̀/ə + ʃ j ɛ́/ɛ
946	189_tosuck	to suck	NdandaNgwa	Ndanda_Ngwa	núwɔ̌k	núwɔ̌k	n ú/u w ɔ̌/ɔ k	ndan1241		5.191047	10.473404		4 7 6 7 1	AXBYN	NYWUK	6	6.N.C 6.Y.V 6.W.C 6.U.V 6.K.c	2.0 1.5 1.75 1.3 0.8	nú/uwɔ̌/ɔk	0	2458	n ú/u w ɔ̌/ɔ k
947	189_tosuck	to suck	NdandaTwefap	Ndanda_Twefap	núwɔ̌k	núwɔ̌k	n ú/u w ɔ̌/ɔ k	ndan1241		5.027245	10.473575		4 7 6 7 1	AXBYN	NYWUK	9	9.N.C 9.Y.V 9.W.C 9.U.V 9.K.c	2.0 1.5 1.75 1.3 0.8	nú/uwɔ̌/ɔk	0	2458	n ú/u w ɔ̌/ɔ k
